DATE,CPI,CoreCPI,PCE,CorePCE,IP,UNEM,WORK,HS,INC,SPREAD
1984-01-01,,,,,-0.3020463160936089,0.2377342693920399,-657.8395527627727,82.71636333234096,0.6,2.469999999999999
1984-02-01,5.862249079259385,3.5139425051738726,-7.912280630078783,7.539770306265936,-0.14805519051554938,0.0700680287412121,-401.5148620465043,449.1707160382723,-1.3,2.4499999999999997
1984-03-01,3.5036521240016327,4.6692131783792945,13.948162248662754,4.546608116433148,0.0337569105011255,0.10238527876612569,-357.14448802791594,-144.38067544769387,0.8,2.5
1984-04-01,4.655679942706925,5.811012905166635,12.714115376104829,5.634049334986635,0.27162124400545906,0.034664644307193626,-221.65486442818656,47.025252271708496,0.7,2.68
1984-05-01,2.3210838957968605,4.628970297432211,8.272538844743593,2.7821013975914965,0.4850667228166188,-0.233122359883974,-142.947623267959,-26.638410970458835,0.6,3.34
1984-06-01,2.316603036069864,3.4596283258943927,10.188991013627557,2.8256194095204634,0.604803397167359,-0.4010066263227339,11.090996131053544,45.59815901634647,0.7,3.610000000000001
1984-07-01,4.619832462530127,4.59793314850554,-0.4809426540262507,5.158940021924785,0.6765076321013552,-0.06900285847167265,94.5846813654498,-62.29336368768281,-0.4,3.1500000000000004
1984-08-01,3.453239793138252,5.722336787893489,8.436561073852289,3.947657830100404,0.6537137924263448,-0.037097912110997555,111.65634982363554,-205.34447154117447,0.4,2.209999999999999
1984-09-01,3.443330913543008,7.965868393154807,10.273546697760949,1.8328555236095667,0.41290926325340394,-0.20527385115574504,198.42235051342868,-90.58233107472279,0.7,2.16
1984-10-01,4.575792007697288,5.657860363831269,-1.1845769061284983,2.6946581712820716,0.32753603290249345,-0.0735101632770494,258.99127852947277,-196.01984878617577,-0.3,2.3200000000000003
1984-11-01,2.28136950842881,2.255477332163913,18.86099148476248,2.540779833599416,0.43110741543915054,-0.2417720810174968,388.45794963653316,-94.66364073372256,1.4,2.7200000000000006
1984-12-01,2.2770405314300746,2.251518657613083,5.215374914883597,4.746442774233728,0.36821397937107747,-0.1100197320472196,290.8991940939304,-169.50671048605477,0.2,3.01
1985-01-01,2.2727279520847077,2.2473021208330834,16.703464985262073,6.706389324189921,0.2774163551910078,-0.07819645430850386,334.3648659144674,-68.53548774792375,0.9,3.17
1985-02-01,6.792470966052022,5.5995048181396,10.038844766456734,6.207854794013201,0.3451496029764556,-0.14623794548446245,244.88461777806515,-145.7246309247414,0.4,2.860000000000001
1985-03-01,5.631169413831216,5.573767072332458,3.4938485347172588,4.193393014224789,0.34392951778021796,-0.1140744729488885,364.46488258216414,23.955960986950004,-0.1,3.0
1985-04-01,2.245089522973487,3.331552979252095,4.973631837349046,1.4267722976599728,0.13874792593271223,0.01837385133730951,342.09508734807605,46.54650875664606,0.3,3.06
1985-05-01,2.240897009754761,4.428267204776404,16.535297756294298,4.12566377734187,0.13047276977011535,-0.04880516274837454,398.73934903591,-92.91443045455867,1.2,2.8599999999999994
1985-06-01,3.353518717218762,2.2077532302498426,-3.119315507417042,3.9675021864612248,0.013562356355933503,0.18447501870965688,329.3380280024285,-95.3915318820109,-0.5,2.6499999999999995
1985-07-01,2.230483913550785,2.203965810927677,11.677951961144473,3.499732809620326,-0.338834067855295,0.21830431887441648,302.80379437188094,-85.84301837005205,0.7,2.619999999999999
1985-08-01,2.2263457220951466,4.395559046756503,15.977411493958726,5.873820351492043,-0.2691681982392993,-0.047240149856271785,280.0264475721633,-25.220488351087624,1.0,2.670000000000001
1985-09-01,2.2222228572882585,6.563428509203817,18.432611640170293,2.4746201663038647,-0.18376820002826122,-0.012096435106728975,270.8747589898412,-90.46957893680246,1.4,2.710000000000001
1985-10-01,4.432138002422548,7.612147440845973,-16.820381691234232,1.9238195492995658,-0.45794354621834543,0.023800696064688154,245.19805373037525,69.46582418391972,-1.5,2.53
1985-11-01,5.517251098354947,5.407723359146566,6.643886048245662,2.939144614290612,-0.3729909481251923,-0.03948268337016092,241.82684615213657,-64.35188206815519,0.3,2.039999999999999
1985-12-01,5.492000432894528,1.0788355972147556,17.283187837456637,3.262541904856242,0.043924684570761485,-0.0018821532655337592,194.57462297084567,182.13487521217007,1.1,1.6300000000000008
1986-01-01,4.375574583624697,3.230178108355908,6.725329748652342,6.45162844365661,0.23436434433820352,-0.2633305516226798,104.23807737122115,214.98813781079116,0.1,1.6099999999999994
1986-02-01,-2.1857929540693988,3.221246386900667,-2.9323762223626204,3.0957470215202676,-0.2782140266795352,0.27623941426223997,5.60039041134587,94.25729925837982,-0.3,1.2800000000000002
1986-03-01,-6.581369330592324,4.282106411007547,1.4458345418255192,3.6483433220181993,-0.7988687616408185,0.31691332393691685,-121.5624956060783,125.97682335381705,0.3,0.9000000000000004
1986-04-01,-4.407718454233134,4.266622194180947,4.919777867333863,2.1697082832570658,-0.8517388732854343,0.25875757365638474,-149.47502729439293,187.1746282502029,0.6,0.9900000000000002
1986-05-01,3.307305722375631,2.1275069214583553,9.401562309843925,2.049451260881696,-0.9076078973558381,0.40181655180596554,-238.35320942696126,112.86988371012603,0.6,1.3699999999999992
1986-06-01,4.395609310484616,2.1239989490993594,1.762484580367385,3.601338682487132,-1.272500221061648,0.44611667749503336,-548.4026665669808,111.06876125810118,-0.2,1.4299999999999995
1986-07-01,1.096391122409912,4.236496280905477,8.149224235123498,2.1787844971804304,-1.062277203286314,0.29165646590575367,-448.81247097137384,51.769594232274585,0.7,1.2299999999999995
1986-08-01,1.0953903088317674,3.1676496577540902,7.22518532785017,2.4521908595021458,-1.3189118348423463,0.23840345189547119,-553.7336113785277,82.96300286237215,0.5,1.2699999999999996
1986-09-01,4.371589534201448,7.358741465715468,29.927961640596834,3.9453607414792202,-1.3378033372920157,0.3863049164002863,-429.2859089940466,-30.363987732589976,2.2,1.71
1986-10-01,2.1798371116773296,6.271846474077947,-15.811362251441707,4.070177995918556,-1.2671593410979654,0.43529158456103456,-465.55073130059463,-29.23011375323813,-1.5,1.6500000000000004
1986-11-01,2.1758845490172263,3.12367339708004,-1.8425950082693987,2.545458974460857,-1.2147945737133057,0.38526735478824126,-503.5796342593385,-79.65200278993962,-0.3,1.41
1986-12-01,4.339968564225671,1.0393361902817588,27.826746825063964,1.556717376543837,-0.8608357654146346,0.1361058969101716,-529.3918439195841,138.35574743594862,2.2,1.1399999999999997
1987-01-01,6.480663816000387,3.1128696225996677,-24.920829546960377,2.8791787591089246,-1.2362252857443252,0.18765412607767562,-588.9716155226197,87.78407059215169,-2.6,1.21
1987-02-01,4.301079873377844,3.10481554642994,26.761197981294416,2.4396044996667143,-0.6797457239832454,0.23974950564320618,-578.2664409873541,106.61429230837894,1.9,1.2000000000000002
1987-03-01,4.285718841117259,7.213398073913524,4.628434665648484,3.5479433763985213,-0.783393820434064,0.29221646742268526,-565.1829114259599,57.821642098327175,0.1,1.2000000000000002
1987-04-01,5.335713548561216,6.148658295537324,10.112252302848646,5.076207218355222,-0.6115191108352462,0.04486279396081372,-463.58746055881784,-44.62605429460541,0.5,1.9300000000000008
1987-05-01,3.190077199932162,2.0426539989262693,3.7849945954739894,3.364730890301537,-0.4396167285766097,0.09747597499205707,-469.30727329300134,-20.764986518832757,0.1,2.6
1987-06-01,5.29802185094006,1.0199009895439204,9.566802287680076,3.287858381997566,-0.3323393404430135,0.04984038477907671,-533.1373409619409,-44.62824519122114,0.4,2.35
1987-07-01,3.167621724927372,3.0547588451328878,8.522127426978443,3.09944210190487,-0.12870908427989036,0.0017336284195987872,-422.84006411622977,-53.24747891568518,0.5,2.3199999999999994
1987-08-01,5.260858930241952,6.0862873253764604,13.91711045180628,4.053112262654679,0.11817498118822556,-0.047070150126477195,-487.14081987997633,-12.651237112444733,0.8,2.28
1987-09-01,4.192144001471831,8.067164402732452,-1.649273907995763,4.7522163789203375,0.16012273536769328,-0.09679692729011258,-497.735621483851,88.13562853987264,-0.5,2.539999999999999
1987-10-01,3.1345250735100194,7.01461407153694,3.0666044480042842,5.110456369408034,0.7586358510689308,0.052330589258153815,-244.286652935014,-80.91085507922708,-0.1,2.95
1987-11-01,4.166670852898946,3.9899829756743443,3.7077768520681786,2.502838748887015,0.8658048814679731,-0.09990358614337147,-247.42153326688276,71.17921838000188,0.1,2.6599999999999997
1987-12-01,2.077922597133508,-0.9961922710983728,11.357570182530452,2.519709170087836,1.0219676966955973,-0.15371907322508704,-194.7509171620186,-173.61862592331408,0.8,2.68
1988-01-01,4.145081841704723,3.9800575398651006,14.878552481160767,5.661063227223906,0.8337020415435887,-0.10932855396835084,-337.868277252026,-291.3338058313259,0.9,2.37
1988-02-01,2.067183973736064,2.9764641250245916,2.8717516153065503,2.4587473385540903,0.9650146908248161,-0.06693403541888099,-110.3535617992602,-77.98368233716133,0.1,2.05
1988-03-01,3.0941143055333242,7.901172842674242,14.477412212013974,5.120824767414334,0.9489545233770329,-0.02672993236170207,-66.76325599120173,-7.565384919654662,0.9,2.13
1988-04-01,7.188724964588289,4.912122772459604,0.9197517120760779,5.81642405494982,1.142103403128914,-0.28890601138493555,-52.646181573625654,44.92937247585496,-0.4,2.28
1988-05-01,3.0677477295611766,2.937603539223055,11.201008634851206,4.078611125413545,0.8652772943894647,-0.053650182831399995,-48.5465239550831,-95.49059872201792,0.6,2.3200000000000003
1988-06-01,5.095549057741877,2.930429834771253,9.038018556339722,5.057280016050569,0.8958128487313104,-0.22113029412645346,92.99518744072702,-26.819607179970262,0.3,2.03
1988-07-01,5.074003331425203,2.923055105526373,8.719188063066952,4.885711041918839,0.7651866290261395,-0.19151046698831742,98.44179447653005,-26.045330273120953,0.2,1.93
1988-08-01,5.052639043612217,4.856461324728656,9.04827926841918,2.981900975730767,0.9400129889200457,0.0350605331352174,8.249681015935494,11.846417096132654,0.4,1.88
1988-09-01,5.0314539120432045,8.692266687872774,2.491473533294908,6.410614102706447,0.6226531440987912,-0.1415527598656512,137.86839468681137,22.871628728884616,-0.3,1.4499999999999993
1988-10-01,4.010028794283116,7.673798937955034,13.681707269331866,4.552067003610105,0.7698030315683155,-0.12148824685997717,196.746910222515,65.04547575837546,0.8,1.16
1988-11-01,3.996673136598261,2.865127897138997,5.786185760290152,3.2863082280989886,0.809015348532867,-0.20487399866404488,339.3246281622705,124.38154101029477,0.3,1.0299999999999994
1988-12-01,3.983406147422741,1.9061379186306127,10.275973910835745,3.9739335243133667,0.9865893336528515,-0.19182964941032754,428.0272860654368,130.8888902634037,0.5,1.0199999999999996
1989-01-01,4.960734638073561,3.803446598799809,8.29568070314437,6.062319938151717,1.0748680439672782,-0.08246060587028126,505.2570572810946,201.56795168944882,0.2,0.8800000000000008
1989-02-01,3.9538750762236674,4.737590059305141,1.4802704230866937,3.0406572901110707,0.7119260233669564,-0.276858953311935,592.3863910412329,18.410063953908775,-0.2,0.7400000000000002
1989-03-01,5.906492646514039,6.601177279931747,3.709855820195429,3.5760057832149528,0.7866631721284847,-0.4751110505723535,614.7526492821926,28.392567947838188,-0.1,0.6899999999999995
1989-04-01,8.805583743495404,3.755828856204957,15.06452798372564,4.023316748200045,0.7040299512213934,-0.277284030172396,620.6520559965429,-41.50847391437037,0.6,0.6500000000000004
1989-05-01,5.834695449641458,2.809234046425857,2.9768296260279214,3.5742142897525753,0.28412219222821733,-0.28341203080996724,586.3381440206285,-36.31897092443205,-0.1,0.4800000000000004
1989-06-01,3.8740953745424633,1.8692512037752351,4.989892557502884,3.191160575149965,0.21898683576267075,-0.19350993534754313,552.0213453535398,42.938050158848455,0.2,0.1399999999999988
1989-07-01,3.86162843304092,4.660090328682287,6.4091423693611205,3.0794949859320297,-0.43144890826933135,-0.3075729452565694,453.871374067734,86.24208472742544,0.3,-0.0499999999999998
1989-08-01,0.0,2.7874822952384193,11.62325393875463,1.6707779894318264,0.11892696261899971,-0.3255828238185412,373.0196094199782,4.569646364214577,1.0,0.1899999999999995
1989-09-01,2.8880880366784822,6.478979957434738,0.4307904775302518,4.156525298427738,-0.1185435873558518,-0.24749997508263988,498.5659118216572,-35.10874038153065,-0.2,0.4199999999999999
1989-10-01,5.755406716191658,8.279139790308676,3.870170813810603,4.346865069283368,-0.2406268527942217,-0.27326219317972544,490.58423754462274,109.17713170289062,-0.1,0.33
1989-11-01,4.775175421777078,3.661288257266726,3.1991663741933962,3.188610096322364,-0.06748089610290009,-0.20279008474238935,660.1139202279155,63.399907937149464,0.1,0.1199999999999992
1989-12-01,3.8065059673726864,1.8265741898433774,13.39624966599331,3.404084123392437,0.2403529305094807,-0.23598527986202722,646.1602251607692,-23.475348104339446,0.8,0.1200000000000001
1990-01-01,11.347602290443248,4.553977884034666,15.050973447254279,4.611678761749971,-0.1002620389923834,-0.27273532598526007,916.6825763879897,289.5120243814538,0.5,0.4799999999999995
1990-02-01,4.69667918536274,7.250695020398901,-0.8044081868192166,5.805369985516151,0.4369208381804768,-0.4129113826920543,1075.5955257165042,188.32431643006612,-0.5,0.6799999999999997
1990-03-01,5.611857460682046,9.89897881210986,8.563332300021642,5.757337711742849,0.7268551674586519,-0.5563656696091792,1206.7499664410716,52.90371407534212,0.3,0.6999999999999993
1990-04-01,2.7961177699481254,2.6855896868205775,4.816017308270659,3.5693424040086796,0.5451642125478386,-0.4029217319618317,1175.9220977226942,24.179325273597215,0.2,1.0
1990-05-01,1.8604654889454508,1.7869155309792717,1.8447351826644365,3.6585698951697054,0.7196207611004724,-0.4523644784703693,1272.8043166413845,0.07658411211355087,-0.1,1.0
1990-06-01,7.41315098874864,3.5660839961025204,9.08675502676175,4.661979565319285,0.9183597421431031,-0.7044508371793192,1245.0073590204265,-23.4807544416376,0.3,0.6999999999999993
1990-07-01,5.529963703433438,6.2153136431781775,5.4129278007266635,3.0186197134110415,0.7961661110383389,-0.4589063219333127,1167.0535714944126,-18.568940738525498,0.2,0.71
1990-08-01,10.072550554162163,7.9441964771447715,8.323371048943073,4.987883869928211,1.0035610481667305,-0.3154075263799516,922.3788418536278,-64.26259452147087,0.0,0.9899999999999992
1990-09-01,8.178751842071819,7.017696324295031,6.778624990356974,4.180158353768704,0.996710444595557,-0.17359917567226013,806.3380125014519,-59.635046023621726,-0.1,1.1499999999999997
1990-10-01,8.123385666296556,5.236206352986628,0.15502473958193264,4.067567368378278,0.6166104996525874,-0.23310409166282042,635.221871754984,-146.75516279795102,-0.6,1.16
1990-11-01,2.69562075164842,3.4784344213832696,0.40297062051166677,1.4507672207670907,-0.19291180333746638,0.006466959294093577,458.2652122359723,-7.687671074791297,-0.1,0.96
1990-12-01,4.479288515620894,0.8679302379242415,-3.2897139518830443,1.6642602829133324,-0.6623723012235061,0.04551939862835308,385.65871393618,-176.4871057537257,-0.4,0.9900000000000002
1991-01-01,4.462630654484556,9.506655444670997,-6.325397973045455,5.9722978002721305,-0.8810734342014541,0.08445819867543225,259.56123287425726,-341.20746786829045,-0.9,1.4800000000000004
1991-02-01,0.890538074265379,7.722654376806304,8.00241687952763,3.3051445021808235,-1.3555716443907713,0.22368517070145177,-77.89515678625321,-168.89050240301185,0.6,1.5299999999999994
1991-03-01,0.0,5.120962899606951,14.283495757881326,2.5019606131650107,-1.732062188255746,0.3635962608198504,-258.5964059674734,-208.5542593793698,1.2,1.8599999999999997
1991-04-01,2.6676557855360272,1.7020053035018634,-1.8107188765746685,2.400078221930002,-1.6052461853409241,0.20457188145165617,-490.42305620556,-125.20506031173159,-0.3,2.05
1991-05-01,4.432956648170006,1.6998006193237103,7.98951971128119,4.7665440142480975,-1.073704473094395,0.3469671952775677,-602.2376909528539,-127.83474377978519,0.2,2.24
1991-06-01,3.534612275709037,1.6971906317515106,2.225129865244213,2.5972162220035955,-0.622806413534704,0.2911231585976255,-541.8688365050621,-86.42645356736398,0.0,2.37
1991-07-01,1.763409575231023,4.232914329935511,7.740493543244753,3.6458444662031297,-0.5005468058697957,0.13735663276775067,-601.1031970960466,-58.95445604553902,0.5,2.33
1991-08-01,3.519064105533687,5.900943888772758,0.9376063790625722,3.290923329194939,-0.5578771988622151,0.18596426225784946,-613.6898471793829,-73.3870157483284,-0.2,2.1
1991-09-01,3.50877442972255,5.872068210021197,4.707190023410135,4.786314833475203,-0.1315143810796684,0.13723315288277504,-605.3361179310014,-108.68830315030254,0.1,1.92
1991-10-01,1.7505473563911522,4.176926931896219,-2.622885966405164,2.6423982352064,-0.23573639961766446,0.19143749627250717,-610.7067231763212,-46.81739240549268,-0.4,1.88
1991-11-01,5.2363719453285995,4.162236921475326,8.301201082080212,2.2386296470699563,-0.411412168628587,0.14884195397696587,-708.4243395102967,-25.72580986910043,0.5,2.0600000000000005
1991-12-01,3.4782633048138223,0.0,5.05477997200785,2.9531486745295155,-0.7977942316814932,0.4096978932754993,-721.0692333387269,-53.36183068852074,0.2,2.12
1992-01-01,0.8679928045715712,4.148050761522981,19.010415835931127,3.26648983451463,-1.213206562055916,0.37424634520065325,-735.1724749326822,39.328056503426524,1.5,2.4400000000000004
1992-02-01,2.600217702108054,5.78312731163102,4.340074621703138,3.2576223371798108,-0.8785177306541456,0.44269988954238837,-844.2150603108312,108.40106875660831,0.1,2.74
1992-03-01,4.321214608313184,6.57528357021242,5.111673280406137,2.9862207965475562,-0.4574120579228165,0.4152451167611346,-852.6269318478589,149.91169200585568,0.2,2.91
1992-04-01,2.585279276431862,1.638306037623849,4.218953245602108,3.9327105332393586,-0.09751285613281624,0.39203787426944015,-774.7794058725267,-54.093115665996265,0.1,3.03
1992-05-01,2.5797215237908233,0.8182158490178892,7.78781729518272,1.6815098971111553,-0.011611672828649944,0.5732051730134105,-723.9845885099348,54.42319328972053,0.5,3.0600000000000005
1992-06-01,3.4310244960547465,1.6349579705096318,5.384209140747487,0.9331550440691672,-0.10749328382872392,0.7588467990867747,-751.500781759707,-21.49907711195965,0.3,2.8200000000000003
1992-07-01,3.4212425170071725,3.2630508309868134,7.931404814866028,4.524829046699352,0.3386583414147637,0.6490227326684694,-760.5360109139292,-34.8234022444251,0.3,2.63
1992-08-01,2.5595459401699827,3.2542019701800484,4.585974699788409,1.0960516587388724,-0.15963330173899948,0.5437402562430496,-742.2461137104256,44.48823551040232,0.3,2.47
1992-09-01,2.554098161791174,3.245400972934931,9.740267251915924,1.9481276745914045,-0.09936823587124621,0.542961581271971,-820.7341128862608,-3.523727937577405,0.6,2.47
1992-10-01,5.091945405439446,7.2703652910384164,8.262327722815854,4.607241857458533,0.1744646020827858,0.24661115947667245,-755.0514863094577,46.17805386073678,0.3,2.74
1992-11-01,3.382666087703967,2.413699377329337,4.416908495036154,2.6195244837204257,0.25528317575977866,0.3545757369132261,-742.1927164235676,7.631172057774393,0.2,2.91
1992-12-01,1.6877639913019493,-0.8041571487488852,9.975858954723549,2.227626576517139,0.19549333319902473,0.36672493386273697,-663.0998515412211,11.87001099666918,0.7,2.86
1993-01-01,4.209053771613824,5.617039687389536,1.1893375488106983,3.4896025326084157,0.26798319444149854,0.28290374729124856,-523.6633988141693,-14.071574921948923,-0.1,2.83
1993-02-01,2.518363988304273,7.18312978418183,4.029442608535305,2.2902693437220734,0.3982273036022832,0.10293170715551447,-423.7278167932527,-23.1605556037689,0.2,2.5
1993-03-01,1.6759779260656416,4.765104315548641,-0.7717219310968915,2.614718725748588,0.15448159485244162,0.026608697318721397,-632.1011985155055,-159.3629237617772,-0.3,2.24
1993-04-01,4.179732543384418,2.3754751974493615,11.223626565289635,3.483523355797402,0.1391743476892202,0.15372745360884466,-509.562211475044,6.3569362629580155,0.7,2.26
1993-05-01,3.3333354766828194,0.0,7.894944423852479,4.054395735958849,-0.30627688627872374,0.18407886402765694,-419.8456272494659,-0.9542930009254178,0.3,2.24
1993-06-01,0.8318891147716556,0.7907173447730287,4.7662095515697445,1.1429349799310984,-0.3656642203279432,0.11744314105931597,-437.6508311516518,9.74962952130295,0.4,2.15
1993-07-01,1.6620501271940924,1.5800647394470957,7.785500263528178,2.481678885259342,-0.40215849850676477,0.053587713933534786,-321.64805254811654,-25.48498882527906,0.5,2.05
1993-08-01,2.4887668789553175,4.7275587489419735,3.2715104061743716,2.241774787206552,-0.6983051715149173,-0.007728143893658945,-378.4771283866139,11.387482246801028,0.1,2.01
1993-09-01,1.6563149627494056,2.3566230590891024,8.113368540239918,1.8048373032897302,-0.5769217623786176,-0.06674888033525761,-339.7555589445983,45.41444281590611,0.6,1.7800000000000002
1993-10-01,4.955272010413481,4.699786316552945,5.652189170035626,1.9641855945206288,-0.3271773007093941,0.07628159337240348,-269.07456136555993,85.64250216302048,0.2,1.69
1993-11-01,3.2921831349010944,3.122932986659066,5.6256912287459215,3.092924254306695,-0.26140075210750524,-0.07887599866809936,-237.0017586569884,61.11511578837781,0.3,1.9599999999999995
1993-12-01,2.4632235812905634,0.0,4.471140051853695,0.5386480025812546,-0.1101983615273241,-0.13246622968706312,-125.0860880928958,209.86979179622745,0.4,2.0900000000000003
1994-01-01,0.0,3.1150153861052132,3.669647472150217,0.9510209767224609,-0.16455822109318774,0.015271804585127668,-79.86002849176293,-59.06020581444386,0.3,2.11
1994-02-01,3.2764525474284767,5.431613609841079,12.367619807137231,2.5980047326225275,-0.3765607702654137,0.06410820746181756,-133.8473721382179,-1.6561873357459262,0.8,2.1500000000000004
1994-03-01,3.267530950147801,6.177548975841418,3.466042545034753,4.073796738688529,0.048924979149887804,0.013812021714362466,90.43363451842743,218.10463834339293,0.0,2.4400000000000004
